Gene	HUGO	Chromosome	Strand	Transcript	TranscriptLength	nIntrons	IntronNb	IntronLength	IntronStart	IntronEnd	canonical
ENSG00000171467	ZNF318	6	-1	ENST00000361428	8006	9	1	7527	43325503	43333030	1
ENSG00000124574	ABCC10	6	1	ENST00000372530	5033	21	1	4003	43395877	43399880	1
ENSG00000171462	DLK2	6	-1	ENST00000357338	2038	5	2	1276	43420873	43422149	1
ENSG00000207076	U6	6	1	ENST00000384348	107	0	-9	-9	-9	-9	1
ENSG00000137221	TJAP1	6	1	ENST00000372445	2751	10	1	19649	43445970	43465619	1
ENSG00000204052	LRRC73	6	-1	ENST00000372441	2121	5	0	594	43476658	43477252	1
ENSG00000171453	POLR1C	6	1	ENST00000372389	1355	8	1	1956	43485115	43487071	1
ENSG00000137207	YIPF3	6	-1	ENST00000372422	1576	8	2	1962	43481371	43483333	1
ENSG00000124571	XPO5	6	-1	ENST00000265351	5360	31	19	12564	43501744	43514308	1
ENSG00000252218	SCARNA15	6	1	ENST00000516409	127	0	-9	-9	-9	-9	1
ENSG00000170734	POLH	6	1	ENST00000372236	3540	10	3	10207	43555226	43565433	1
ENSG00000172432	GTPBP2	6	-1	ENST00000307126	2933	11	0	2029	43594685	43596714	1
ENSG00000124688	MAD2L1BP	6	1	ENST00000451025	1517	3	0	3425	43597506	43600931	1
ENSG00000172426	RSPH9	6	1	ENST00000372165	2586	5	3	9701	43624460	43634161	1
ENSG00000096080	MRPS18A	6	-1	ENST00000372133	1062	5	0	6548	43648857	43655405	1
ENSG00000112715	VEGFA	6	1	ENST00000372055	1286	7	1	3077	43742129	43745206	1
ENSG00000181577	C6orf223	6	1	ENST00000336600	3581	3	1	910	43968880	43969790	1
ENSG00000265518	AL109615.1	6	1	ENST00000579127	101	0	-9	-9	-9	-9	1
ENSG00000180992	MRPL14	6	-1	ENST00000372014	956	2	0	10715	44084366	44095081	1
ENSG00000137216	TMEM63B	6	1	ENST00000259746	3318	23	0	7489	44094809	44102298	1
ENSG00000137225	CAPN11	6	1	ENST00000398776	2728	22	0	7894	44126601	44134495	1
ENSG00000112759	SLC29A1	6	1	ENST00000393841	2485	13	0	2106	44191692	44193798	1
ENSG00000096384	HSP90AB1	6	1	ENST00000371554	2674	11	9	778	44220004	44220782	1
ENSG00000157593	SLC35B2	6	-1	ENST00000393812	2043	3	2	698	44223381	44224079	1
ENSG00000146232	NFKBIE	6	-1	ENST00000275015	2556	5	0	2320	44230399	44232719	1
ENSG00000178233	TMEM151B	6	1	ENST00000451188	4895	2	0	2189	44238614	44240803	1
ENSG00000146221	TCTE1	6	-1	ENST00000371505	3067	4	0	9741	44255655	44265396	1
ENSG00000124608	AARS2	6	-1	ENST00000244571	3854	21	4	2905	44275131	44278036	1
ENSG00000249481	SPATS1	6	1	ENST00000288390	1354	7	0	9492	44310971	44320463	1
ENSG00000096401	CDC5L	6	1	ENST00000371477	6423	15	13	15745	44397647	44413392	1
ENSG00000267849	AL133262.1	6	-1	ENST00000595057	249	0	-9	-9	-9	-9	1
ENSG00000196284	SUPT3H	6	-1	ENST00000371461	987	10	1	215790	45073743	45289533	0
ENSG00000196284	SUPT3H	6	-1	ENST00000371461	987	10	2	85290	44988369	45073659	0
ENSG00000196284	SUPT3H	6	-1	ENST00000371461	987	10	9	102796	44797594	44900390	0
ENSG00000196284	SUPT3H	6	-1	ENST00000306867	954	9	0	259195	45073743	45332938	0
ENSG00000196284	SUPT3H	6	-1	ENST00000459689	396	2	1	114065	45218873	45332938	0
ENSG00000196284	SUPT3H	6	-1	ENST00000371458	728	4	3	102777	44797613	44900390	0
ENSG00000124813	RUNX2	6	1	ENST00000371432	5634	5	2	53890	45405788	45459678	0
ENSG00000124813	RUNX2	6	1	ENST00000352853	1770	8	1	93809	45296521	45390330	0
ENSG00000124813	RUNX2	6	1	ENST00000478660	2308	5	2	74195	45405788	45479983	0
ENSG00000124813	RUNX2	6	1	ENST00000478660	2308	5	4	149462	45481390	45630852	0
ENSG00000124813	RUNX2	6	1	ENST00000576263	2256	6	5	150708	45480144	45630852	0
ENSG00000124813	RUNX2	6	1	ENST00000483377	1475	7	1	103079	45296521	45399600	0
ENSG00000252738	U6	6	1	ENST00000516929	72	0	-9	-9	-9	-9	1
ENSG00000112782	CLIC5	6	-1	ENST00000339561	2390	5	0	60236	45922981	45983217	0
ENSG00000112782	CLIC5	6	-1	ENST00000185206	2713	5	0	124459	45922981	46047440	1
ENSG00000212468	U6	6	1	ENST00000391166	107	0	-9	-9	-9	-9	1
ENSG00000001561	ENPP4	6	1	ENST00000321037	4651	3	0	9362	46097926	46107288	1
ENSG00000112796	ENPP5	6	-1	ENST00000371383	3834	4	3	3634	46129490	46133124	1
ENSG00000229349	ACTG1P9	6	1	ENST00000457622	2658	0	-9	-9	-9	-9	1
ENSG00000172348	RCAN2	6	-1	ENST00000330430	3186	3	0	76497	46216633	46293130	0
ENSG00000172348	RCAN2	6	-1	ENST00000371374	3327	4	1	207856	46216633	46424489	1
ENSG00000146233	CYP39A1	6	-1	ENST00000275016	2176	11	9	33223	46521591	46554814	1
ENSG00000153291	SLC25A27	6	1	ENST00000371347	2959	8	7	5155	46638965	46644120	1
ENSG00000180113	TDRD6	6	1	ENST00000316081	6817	3	2	3771	46665824	46669595	1
ENSG00000146070	PLA2G7	6	-1	ENST00000274793	1882	11	0	12255	46690662	46702917	1
ENSG00000230062	ANKRD66	6	1	ENST00000565422	1346	4	3	4773	46721687	46726460	1
ENSG00000112818	MEP1A	6	1	ENST00000230588	2892	13	4	10239	46766918	46777157	1
ENSG00000069122	GPR116	6	-1	ENST00000283296	5810	20	0	14927	46874523	46889450	1
ENSG00000153292	GPR110	6	-1	ENST00000371253	5468	14	0	13087	46996840	47009927	1
ENSG00000146072	TNFRSF21	6	-1	ENST00000296861	3595	5	2	30417	47221257	47251674	1
ENSG00000266330	AL355353.1	6	-1	ENST00000582442	66	0	-9	-9	-9	-9	1
ENSG00000198087	CD2AP	6	1	ENST00000359314	5412	17	1	30162	47471176	47501338	1
ENSG00000199762	Y_RNA	6	1	ENST00000362892	104	0	-9	-9	-9	-9	1
ENSG00000164393	GPR111	6	1	ENST00000296862	2127	5	1	18682	47626897	47645579	1
ENSG00000153294	GPR115	6	1	ENST00000283303	3162	9	0	8436	47666530	47674966	1
ENSG00000252711	7SK	6	1	ENST00000516902	319	0	-9	-9	-9	-9	1
ENSG00000124818	OPN5	6	1	ENST00000371211	1801	6	3	12591	47763299	47775890	1
ENSG00000200340	U1	6	1	ENST00000363470	161	0	-9	-9	-9	-9	1
ENSG00000244694	PTCHD4	6	-1	ENST00000339488	2850	2	0	59116	47976850	48035966	1
ENSG00000244694	PTCHD4	6	-1	ENST00000339488	2850	2	1	128698	47847672	47976370	1
ENSG00000244694	PTCHD4	6	-1	ENST00000398738	3232	2	1	106699	47869671	47976370	0
ENSG00000226068	HNRNPA3P4	6	-1	ENST00000427514	803	0	-9	-9	-9	-9	1
ENSG00000216835	RBMXP1	6	-1	ENST00000408004	1191	0	-9	-9	-9	-9	1
ENSG00000221175	AL391538.1	6	1	ENST00000408248	80	0	-9	-9	-9	-9	1
ENSG00000252457	RNU7-65P	6	-1	ENST00000516648	62	0	-9	-9	-9	-9	1
ENSG00000146085	MUT	6	-1	ENST00000274813	3749	12	10	4583	49403336	49407919	1
ENSG00000031691	CENPQ	6	1	ENST00000335783	1728	8	4	8093	49440571	49448664	1
ENSG00000203972	GLYATL3	6	1	ENST00000371197	1113	5	0	11921	49467755	49479676	1
ENSG00000197261	C6orf141	6	1	ENST00000529246	1696	0	-9	-9	-9	-9	1
ENSG00000216998	CYP2AC1P	6	-1	ENST00000407830	1173	6	5	4403	49533851	49538254	1
ENSG00000112077	RHAG	6	-1	ENST00000371175	1912	9	0	17294	49587075	49604369	1
ENSG00000124490	CRISP2	6	-1	ENST00000339139	1382	9	3	8347	49668497	49676844	1
ENSG00000096006	CRISP3	6	-1	ENST00000433368	2205	7	0	6903	49705141	49712044	1
ENSG00000170950	PGK2	6	-1	ENST00000304801	1688	0	-9	-9	-9	-9	1
ENSG00000124812	CRISP1	6	-1	ENST00000335847	1911	7	0	9027	49825115	49834142	1
ENSG00000214643	DEFB133	6	-1	ENST00000398721	186	1	0	3159	49913939	49917098	1
ENSG00000177684	DEFB114	6	-1	ENST00000322066	253	1	0	3605	49928159	49931764	1
ENSG00000214642	DEFB113	6	-1	ENST00000398718	249	1	0	701	49936580	49937281	1
ENSG00000203970	DEFB110	6	-1	ENST00000371148	384	1	0	2756	49986838	49989594	1
ENSG00000180872	DEFB112	6	-1	ENST00000322246	342	1	0	4736	50011514	50016250	1
ENSG00000008197	TFAP2D	6	1	ENST00000008391	1711	7	6	21321	50719037	50740358	1
ENSG00000008196	TFAP2B	6	1	ENST00000393655	1898	6	2	7382	50796392	50803774	1
ENSG00000060303	RPS17P5	6	-1	ENST00000498293	408	0	-9	-9	-9	-9	1
ENSG00000230204	FTH1P5	6	-1	ENST00000425761	545	0	-9	-9	-9	-9	1
ENSG00000212532	SNORD66	6	1	ENST00000391230	76	0	-9	-9	-9	-9	1
ENSG00000170927	PKHD1	6	-1	ENST00000340994	11589	60	34	50283	51824824	51875107	0
ENSG00000170927	PKHD1	6	-1	ENST00000371117	16282	66	59	84416	51524767	51609183	1
ENSG00000264206	AL590391.1	6	-1	ENST00000408630	92	0	-9	-9	-9	-9	1
ENSG00000112115	IL17A	6	1	ENST00000340057	1859	2	1	1250	52052603	52053853	1
ENSG00000112116	IL17F	6	-1	ENST00000336123	850	2	0	5447	52103748	52109195	1
ENSG00000218363	SLC25A20P1	6	1	ENST00000408043	903	0	-9	-9	-9	-9	1
ENSG00000112118	MCM3	6	-1	ENST00000596288	3169	16	11	3075	52134024	52137099	1
ENSG00000170915	PAQR8	6	1	ENST00000442253	4738	1	0	40913	52227047	52267960	1
ENSG00000096093	EFHC1	6	1	ENST00000371068	2231	10	1	14137	52288965	52303102	1
ENSG00000065308	TRAM2	6	-1	ENST00000182527	6908	10	0	40950	52400644	52441594	1
ENSG00000096092	TMEM14A	6	1	ENST00000211314	992	4	0	5842	52536043	52541885	1
ENSG00000237674	GSTA7P	6	-1	ENST00000438425	448	3	2	1872	52604509	52606381	1
ENSG00000244067	GSTA2	6	-1	ENST00000493422	1303	6	0	5467	52622775	52628242	1
ENSG00000243955	GSTA1	6	-1	ENST00000334575	1019	6	0	4488	52664095	52668583	1
ENSG00000223622	GSTA6P	6	-1	ENST00000424144	577	4	2	2724	52671551	52674275	1
ENSG00000182793	GSTA5	6	-1	ENST00000370989	1021	6	0	5217	52705641	52710858	1
ENSG00000174156	GSTA3	6	-1	ENST00000211122	902	6	0	3786	52770653	52774439	1
ENSG00000170899	GSTA4	6	-1	ENST00000370963	1334	6	1	6749	52852206	52858955	1
ENSG00000252106	Y_RNA	6	-1	ENST00000516297	98	0	-9	-9	-9	-9	1
ENSG00000202198	RN7SK	6	1	ENST00000365328	331	0	-9	-9	-9	-9	1
ENSG00000112144	ICK	6	-1	ENST00000356971	6227	14	1	19528	52906206	52925734	1
ENSG00000112146	FBXO9	6	1	ENST00000244426	4559	11	5	9811	52947416	52957227	1
ENSG00000137270	GCM1	6	-1	ENST00000259803	2765	5	1	11234	52999122	53010356	1
ENSG00000251930	U3	6	-1	ENST00000516121	122	0	-9	-9	-9	-9	1
ENSG00000253026	U6	6	-1	ENST00000517217	104	0	-9	-9	-9	-9	1
ENSG00000206908	U1	6	1	ENST00000384181	164	0	-9	-9	-9	-9	1
ENSG00000219163	HMGB1P20	6	-1	ENST00000402555	677	0	-9	-9	-9	-9	1
ENSG00000012660	ELOVL5	6	-1	ENST00000304434	2827	7	0	53110	53160505	53213615	0
ENSG00000012660	ELOVL5	6	-1	ENST00000542638	3070	7	0	52643	53160505	53213148	0
ENSG00000217527	RPS16P5	6	-1	ENST00000406501	404	0	-9	-9	-9	-9	1
ENSG00000253010	7SK	6	-1	ENST00000517201	314	0	-9	-9	-9	-9	1
ENSG00000212065	AL591034.1	6	-1	ENST00000390776	86	0	-9	-9	-9	-9	1
ENSG00000001084	GCLC	6	-1	ENST00000229416	3813	15	0	21969	53387325	53409294	1
ENSG00000001084	GCLC	6	-1	ENST00000505197	592	3	0	51997	53429687	53481684	0
ENSG00000124743	KLHL31	6	-1	ENST00000370905	5743	2	0	10296	53520103	53530399	1
ENSG00000137269	LRRC1	6	1	ENST00000370888	3180	13	0	46695	53660213	53706908	1
ENSG00000146147	MLIP	6	1	ENST00000358276	1044	7	5	55075	54067031	54122106	0
ENSG00000146147	MLIP	6	1	ENST00000509997	1032	5	0	105382	53883889	53989271	0
ENSG00000146147	MLIP	6	1	ENST00000509997	1032	5	4	63717	54067031	54130748	0
ENSG00000146147	MLIP	6	1	ENST00000274897	1815	12	0	102356	53883889	53986245	1
ENSG00000146147	MLIP	6	1	ENST00000505762	571	2	0	52481	53795075	53847556	0
ENSG00000146147	MLIP	6	1	ENST00000505762	571	2	1	141623	53847648	53989271	0
ENSG00000236996	MLIP-IT1	6	1	ENST00000441845	643	3	2	4252	53867517	53871769	1
ENSG00000218143	ERHP2	6	-1	ENST00000402323	299	0	-9	-9	-9	-9	1
ENSG00000235050	MLIP-AS1	6	-1	ENST00000434196	1534	1	0	133	53911957	53912090	1
ENSG00000137251	TINAG	6	1	ENST00000259782	1754	10	8	25890	54219434	54245324	1
ENSG00000213335	CLNS1AP1	6	-1	ENST00000435954	682	0	-9	-9	-9	-9	1
ENSG00000220635	KRASP1	6	1	ENST00000407852	552	0	-9	-9	-9	-9	1
ENSG00000251946	U6	6	1	ENST00000516137	106	0	-9	-9	-9	-9	1
ENSG00000168143	FAM83B	6	1	ENST00000306858	3167	4	1	55681	54735488	54791169	1
ENSG00000137252	HCRTR2	6	1	ENST00000370862	1837	6	0	73829	55039608	55113437	1
ENSG00000187871	GFRAL	6	1	ENST00000340465	1911	8	5	40042	55223936	55263978	1
ENSG00000146151	HMGCLL1	6	-1	ENST00000308161	1314	7	5	55860	55304357	55360217	0
ENSG00000146151	HMGCLL1	6	-1	ENST00000508459	884	4	2	102170	55304357	55406527	0
ENSG00000112175	BMP5	6	-1	ENST00000370830	3952	6	0	54529	55684645	55739174	1
ENSG00000124749	COL21A1	6	-1	ENST00000244728	4339	29	0	64731	56047454	56112185	1
ENSG00000124749	COL21A1	6	-1	ENST00000370819	4094	28	0	211315	56047454	56258769	0
ENSG00000220666	RCC2P7	6	-1	ENST00000405832	1264	0	-9	-9	-9	-9	1
ENSG00000266793	AL137008.1	6	-1	ENST00000578149	64	0	-9	-9	-9	-9	1
ENSG00000151914	DST	6	-1	ENST00000244364	16742	83	41	15244	56401738	56416982	1
ENSG00000151914	DST	6	-1	ENST00000370788	17657	92	0	107766	56600087	56707853	0
ENSG00000151914	DST	6	-1	ENST00000520645	4598	33	1	116108	56600087	56716195	0
ENSG00000151914	DST	6	-1	ENST00000449297	2108	16	1	53164	56765419	56818583	0
ENSG00000151914	DST	6	-1	ENST00000522538	565	5	0	50482	56600087	56650569	0
ENSG00000151914	DST	6	-1	ENST00000523817	545	6	0	100793	56607203	56707996	0
ENSG00000216854	RPL17P26	6	1	ENST00000407033	553	0	-9	-9	-9	-9	1
ENSG00000200224	U6	6	1	ENST00000363354	108	0	-9	-9	-9	-9	1
ENSG00000151917	BEND6	6	1	ENST00000370746	2379	6	0	26251	56820258	56846509	1
ENSG00000219790	OSTCP6	6	-1	ENST00000407493	418	0	-9	-9	-9	-9	1
ENSG00000218980	FTH1P15	6	1	ENST00000406984	280	0	-9	-9	-9	-9	1
ENSG00000168116	KIAA1586	6	1	ENST00000370733	2933	3	1	3378	56912194	56915572	1
ENSG00000112200	ZNF451	6	1	ENST00000370706	5268	14	2	25593	56963939	56989532	1
ENSG00000112200	ZNF451	6	1	ENST00000504603	561	4	1	51054	56955692	57006746	0
ENSG00000112208	BAG2	6	1	ENST00000370693	1755	2	0	9222	57037608	57046830	1
ENSG00000112210	RAB23	6	-1	ENST00000317483	2986	6	0	11281	57075243	57086524	1
ENSG00000146143	PRIM2	6	1	ENST00000389488	2290	13	4	53856	57190843	57244699	1
ENSG00000146143	PRIM2	6	1	ENST00000389488	2290	13	6	125322	57246966	57372288	1
ENSG00000146143	PRIM2	6	1	ENST00000389488	2290	13	9	68763	57398317	57467080	1
ENSG00000146143	PRIM2	6	1	ENST00000490313	410	2	1	52803	57246966	57299769	0
ENSG00000146143	PRIM2	6	1	ENST00000550475	391	2	1	54982	57398317	57453299	0
ENSG00000214566	GAPDHP41	6	-1	ENST00000429582	981	0	-9	-9	-9	-9	1
ENSG00000215307	RBBP4P3	6	-1	ENST00000399980	1282	0	-9	-9	-9	-9	1
ENSG00000239650	GUSBP4	6	-1	ENST00000423899	672	4	3	4498	58246197	58250695	1
ENSG00000218189	POM121L14P	6	1	ENST00000406100	1558	0	-9	-9	-9	-9	1
ENSG00000225096	XXbac-BPG55C20.7	6	1	ENST00000420759	301	2	0	5852	58292021	58297873	1
ENSG00000214563	GAPDHP15	6	-1	ENST00000398586	975	0	-9	-9	-9	-9	1
ENSG00000214561	RBBP4P4	6	-1	ENST00000398588	1289	0	-9	-9	-9	-9	1
ENSG00000221606	AL356131.1	6	1	ENST00000408679	113	0	-9	-9	-9	-9	1
ENSG00000255633	MTRNR2L9	6	1	ENST00000544932	527	0	-9	-9	-9	-9	1
ENSG00000112232	KHDRBS2	6	-1	ENST00000281156	2058	8	0	108546	62887217	62995763	1
ENSG00000112232	KHDRBS2	6	-1	ENST00000281156	2058	8	1	129191	62757899	62887090	1
ENSG00000112232	KHDRBS2	6	-1	ENST00000281156	2058	8	2	69666	62688117	62757783	1
ENSG00000112232	KHDRBS2	6	-1	ENST00000281156	2058	8	3	76695	62611276	62687971	1
ENSG00000112232	KHDRBS2	6	-1	ENST00000281156	2058	8	5	161871	62442669	62604540	1
ENSG00000216072	AL589736.1	6	-1	ENST00000401253	91	0	-9	-9	-9	-9	1
ENSG00000264410	AL121931.1	6	-1	ENST00000577815	90	0	-9	-9	-9	-9	1
ENSG00000266682	AL590558.1	6	-1	ENST00000411011	87	0	-9	-9	-9	-9	1
ENSG00000198225	FKBP1C	6	1	ENST00000370659	1579	0	-9	-9	-9	-9	1
ENSG00000219940	SPTLC1P3	6	1	ENST00000403408	259	0	-9	-9	-9	-9	1
ENSG00000146166	LGSN	6	-1	ENST00000370657	1949	3	0	24869	64004950	64029819	1
ENSG00000225121	EEF1B2P5	6	1	ENST00000444820	548	1	0	1196	64190485	64191681	1
ENSG00000112245	PTP4A1	6	1	ENST00000370651	5088	5	0	3717	64282624	64286341	1
ENSG00000213312	RPL7AP34	6	-1	ENST00000416120	801	0	-9	-9	-9	-9	1
ENSG00000213309	RPL9P18	6	-1	ENST00000439124	535	0	-9	-9	-9	-9	1
ENSG00000118482	PHF3	6	1	ENST00000505138	612	4	2	66701	64421258	64487959	0
ENSG00000118482	PHF3	6	1	ENST00000262043	8233	15	1	33201	64356700	64389901	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	0	67243	66349785	66417028	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	1	143785	66205886	66349671	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	4	85227	66115260	66200487	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	11	238136	65767620	66005756	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	12	59911	65707596	65767507	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	13	51668	65655807	65707475	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	18	63875	65532715	65596590	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	21	187133	65336138	65523271	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	25	150871	65149245	65300116	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	28	81608	65016975	65098583	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	29	76146	64940717	65016863	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	30	148590	64791895	64940485	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	32	67155	64709076	64776231	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	34	120025	64574251	64694276	1
ENSG00000188107	EYS	6	-1	ENST00000503581	10589	42	35	57814	64516265	64574079	1
ENSG00000188107	EYS	6	-1	ENST00000398580	2296	9	0	67154	64709077	64776231	0
ENSG00000188107	EYS	6	-1	ENST00000330816	484	3	0	87027	65336138	65423165	0
ENSG00000219653	GCNT1P4	6	1	ENST00000404096	329	0	-9	-9	-9	-9	1
ENSG00000221312	AL109922.1	6	1	ENST00000408385	100	0	-9	-9	-9	-9	1
ENSG00000256352	AL109922.2	6	1	ENST00000539441	75	1	0	3	65720310	65720313	1
ENSG00000265187	AL109612.1	6	-1	ENST00000582775	86	0	-9	-9	-9	-9	1
ENSG00000220483	SLC25A51P1	6	1	ENST00000468432	871	0	-9	-9	-9	-9	1
ENSG00000233859	ADH5P4	6	-1	ENST00000433151	1110	0	-9	-9	-9	-9	1
ENSG00000218890	NUFIP1P	6	-1	ENST00000402902	1479	0	-9	-9	-9	-9	1
ENSG00000221281	AC002485.1	6	1	ENST00000408354	75	0	-9	-9	-9	-9	1
ENSG00000238949	RNU7-66P	6	-1	ENST00000459469	62	0	-9	-9	-9	-9	1
ENSG00000266073	AL590874.1	6	-1	ENST00000581695	91	0	-9	-9	-9	-9	1
ENSG00000212229	SNORD65	6	-1	ENST00000390927	73	0	-9	-9	-9	-9	1
ENSG00000251965	RNA5SP208	6	-1	ENST00000516156	78	0	-9	-9	-9	-9	1
ENSG00000201015	U6	6	1	ENST00000364145	104	0	-9	-9	-9	-9	1
ENSG00000206672	Y_RNA	6	1	ENST00000383945	109	0	-9	-9	-9	-9	1
ENSG00000266675	AL606923.1	6	1	ENST00000585220	88	0	-9	-9	-9	-9	1
ENSG00000135298	BAI3	6	1	ENST00000370598	6010	31	2	291127	69349324	69640451	1
ENSG00000135298	BAI3	6	1	ENST00000370598	6010	31	16	157252	69785930	69943182	1
ENSG00000135298	BAI3	6	1	ENST00000370598	6010	31	19	85646	69949118	70034764	1
ENSG00000265498	AL158051.1	6	-1	ENST00000578978	81	0	-9	-9	-9	-9	1
ENSG00000265362	AL358133.1	6	1	ENST00000583116	100	0	-9	-9	-9	-9	1
ENSG00000168216	LMBRD1	6	-1	ENST00000370577	2209	15	2	28138	70462248	70490386	1
ENSG00000219881	GAPDHP42	6	1	ENST00000406848	981	0	-9	-9	-9	-9	1
ENSG00000082293	COL19A1	6	1	ENST00000322773	6232	50	10	60757	70672762	70733519	1
ENSG00000216365	RPL37P15	6	-1	ENST00000404509	287	0	-9	-9	-9	-9	1
ENSG00000112280	COL9A1	6	-1	ENST00000357250	4761	37	4	10347	70993523	71003870	1
ENSG00000082269	FAM135A	6	1	ENST00000418814	6415	21	3	24073	71138122	71162195	1
ENSG00000238386	RNU7-48P	6	1	ENST00000458875	63	0	-9	-9	-9	-9	1
ENSG00000154079	C6orf57	6	1	ENST00000370474	1196	2	0	12410	71276707	71289117	1
ENSG00000218870	SLC25A6P6	6	-1	ENST00000404247	778	0	-9	-9	-9	-9	1
ENSG00000112305	SMAP1	6	1	ENST00000370452	2491	10	0	64237	71377844	71442081	0
ENSG00000112309	B3GAT2	6	-1	ENST00000230053	6565	3	0	61567	71603975	71665542	1
ENSG00000221345	U3	6	-1	ENST00000408418	212	0	-9	-9	-9	-9	1
ENSG00000218350	LYPLA1P3	6	1	ENST00000402650	695	0	-9	-9	-9	-9	1
ENSG00000207180	U6	6	1	ENST00000384451	107	0	-9	-9	-9	-9	1
ENSG00000119900	OGFRL1	6	1	ENST00000370435	1711	6	5	4569	72006520	72011089	1
ENSG00000212099	AL035467.1	6	-1	ENST00000390810	93	0	-9	-9	-9	-9	1
ENSG00000218014	KRT19P1	6	1	ENST00000405746	1186	0	-9	-9	-9	-9	1
ENSG00000211530	AL354933.1	6	1	ENST00000390196	113	0	-9	-9	-9	-9	1
ENSG00000202069	U4	6	-1	ENST00000365199	138	0	-9	-9	-9	-9	1
ENSG00000079841	RIMS1	6	1	ENST00000370419	6674	18	0	81796	72596890	72678686	0
ENSG00000079841	RIMS1	6	1	ENST00000370419	6674	18	1	127886	72678766	72806652	0
ENSG00000079841	RIMS1	6	1	ENST00000370419	6674	18	3	79589	72809689	72889278	0
ENSG00000079841	RIMS1	6	1	ENST00000370419	6674	18	5	50624	72892852	72943476	0
ENSG00000079841	RIMS1	6	1	ENST00000491071	5047	27	23	56762	73043538	73100300	0
ENSG00000079841	RIMS1	6	1	ENST00000518273	4116	26	21	98551	73001749	73100300	0
ENSG00000079841	RIMS1	6	1	ENST00000348717	6934	27	2	78199	72806865	72885064	0
ENSG00000264447	AL445256.1	6	-1	ENST00000580846	124	0	-9	-9	-9	-9	1
ENSG00000185760	KCNQ5	6	1	ENST00000342056	6688	14	0	381316	73332315	73713631	1
ENSG00000185760	KCNQ5	6	1	ENST00000355194	6566	14	0	184273	73332309	73516582	0
ENSG00000185760	KCNQ5	6	1	ENST00000355194	6566	14	1	197044	73516596	73713640	0
ENSG00000185760	KCNQ5	6	1	ENST00000414165	2469	11	8	66061	73834235	73900296	0
ENSG00000233844	KCNQ5-IT1	6	1	ENST00000445310	563	3	1	36217	73350602	73386819	1
ENSG00000232868	KCNQ5-AS2	6	-1	ENST00000429215	388	1	0	128	73438152	73438280	1
ENSG00000220515	PGAM1P10	6	1	ENST00000402426	761	0	-9	-9	-9	-9	1
ENSG00000229154	KCNQ5-AS1	6	-1	ENST00000429832	1101	4	0	6666	73846483	73853149	1
ENSG00000251360	KHDC1P1	6	-1	ENST00000511053	508	2	1	323	73919005	73919328	1
ENSG00000243501	KHDC1L	6	-1	ENST00000423730	1636	7	0	20244	73952253	73972497	1
ENSG00000256980	KHDC1L	6	-1	ENST00000370388	635	2	0	949	73934071	73935020	1
ENSG00000135314	KHDC1	6	-1	ENST00000370384	1430	4	1	49468	73952253	74001721	1
ENSG00000263378	AC019205.1	6	1	ENST00000584443	77	0	-9	-9	-9	-9	1
ENSG00000239626	RPSAP41	6	1	ENST00000439695	860	0	-9	-9	-9	-9	1
ENSG00000234882	EIF3EP1	6	1	ENST00000433978	1316	0	-9	-9	-9	-9	1
ENSG00000223389	SDCBP2P1	6	1	ENST00000416115	614	0	-9	-9	-9	-9	1
ENSG00000226840	PAICSP3	6	1	ENST00000428007	1168	1	0	327	74037892	74038219	1
ENSG00000203909	DPPA5	6	-1	ENST00000370370	679	2	1	475	74063101	74063576	1
ENSG00000203908	KHDC3L	6	1	ENST00000370367	1018	2	1	282	74072997	74073279	1
ENSG00000203907	OOEP	6	-1	ENST00000370359	478	2	1	343	74078586	74078929	1
ENSG00000231332	OOEP-AS1	6	1	ENST00000445350	461	1	0	742	74079808	74080550	1
ENSG00000235174	RPL39P3	6	-1	ENST00000424573	156	0	-9	-9	-9	-9	1
ENSG00000224221	RPS6P8	6	-1	ENST00000421830	730	0	-9	-9	-9	-9	1
ENSG00000080007	DDX43	6	1	ENST00000370336	2513	16	9	2857	74119071	74121928	1
ENSG00000164430	MB21D1	6	-1	ENST00000370315	3182	4	2	11398	74138534	74149932	1
ENSG00000266346	AC019205.2	6	1	ENST00000583935	101	0	-9	-9	-9	-9	1
ENSG00000135297	MTO1	6	1	ENST00000415954	2837	12	9	9614	74192343	74201957	1
ENSG00000207023	U6	6	1	ENST00000384296	105	0	-9	-9	-9	-9	1
ENSG00000264609	AL603910.1	6	1	ENST00000580608	85	0	-9	-9	-9	-9	1
ENSG00000156508	EEF1A1	6	-1	ENST00000316292	4441	6	0	367	74229239	74229606	1
